Field1,Field2,Field3,Field4,Field5,Field6
365,-58.68763871,48.57839645,0.450766495,0.012181077,2022-05-20
365,-58.68465196,48.48847196,0.450766495,0.012181077,2022-05-20
365,-58.81992475,48.486412,0.450766495,0.012181077,2022-05-20
366,-58.68465196,48.48847196,0.450787822,0.012182294,2019-10-10
366,-58.68763871,48.57839645,0.450787822,0.012182294,2019-10-10
366,-58.55211163,48.58030346,0.450787822,0.012182294,2019-10-10
366,-58.54936449,48.49037298,0.450787822,0.012182294,2019-10-10
366,-58.68465196,48.48847196,0.450787822,0.012182294,2019-10-10
367,-58.54936449,48.49037298,0.450807439,0.012183414,2019-10-10
367,-58.55211163,48.58030346,0.450807439,0.012183414,2019-10-10
367,-58.41657097,48.582051,0.450807439,0.012183414,2019-10-10
367,-58.41406353,48.49211504,0.450807439,0.012183414,2019-10-10
367,-58.54936449,48.49037298,0.450807439,0.012183414,2019-10-10
368,-58.41406353,48.49211504,0.45082534,0.012184435,2019-10-10
368,-58.41657097,48.582051,0.45082534,0.012184435,2019-10-10
368,-58.28101792,48.58363903,0.45082534,0.012184435,2019-10-10
368,-58.27875024,48.49369808,0.45082534,0.012184435,2019-10-10
368,-58.41406353,48.49211504,0.45082534,0.012184435,2019-10-10
369,-58.27875024,48.49369808,0.45084153,0.01218536,2019-10-10
369,-58.28101792,48.58363903,0.45084153,0.01218536,2019-10-10
369,-58.14545365,48.58506751,0.45084153,0.01218536,2019-10-10
369,-58.14342581,48.49512209,0.45084153,0.01218536,2019-10-10
369,-58.27875024,48.49369808,0.45084153,0.01218536,2019-10-10
370,-54.08436019,48.46385788,0.450493539,0.012165517,2019-09-19
370,-54.07919699,48.55370495,0.450493539,0.012165517,2019-09-19
370,-53.94387341,48.55018937,0.450493539,0.012165517,2019-09-19
370,-53.94927494,48.46035331,0.450493539,0.012165517,2019-09-19
370,-54.08436019,48.46385788,0.450493539,0.012165517,2019-09-19
371,-53.94927494,48.46035331,0.450454914,0.012163318,2019-09-19
371,-53.94387341,48.55018937,0.450454914,0.012163318,2019-09-19
371,-53.8085765,48.54651496,0.450454914,0.012163318,2019-09-19
371,-53.8142162,48.45669041,0.450454914,0.012163318,2019-09-19
371,-53.94927494,48.46035331,0.450454914,0.012163318,2019-09-19
372,-53.8142162,48.45669041,0.45041458,0.012161022,2019-09-19
372,-53.8085765,48.54651496,0.45041458,0.012161022,2019-09-19
372,-53.67330743,48.54268181,0.45041458,0.012161022,2019-09-19
372,-53.67918511,48.45286927,0.45041458,0.012161022,2019-09-19
372,-53.8142162,48.45669041,0.45041458,0.012161022,2019-09-19
373,-53.67918511,48.45286927,0.450372535,0.012158629,2019-09-19
373,-53.67330743,48.54268181,0.450372535,0.012158629,2019-09-19
373,-53.53806737,48.53868999,0.450372535,0.012158629,2019-09-19
373,-53.54418286,48.44888996,0.450372535,0.012158629,2019-09-19
373,-53.67918511,48.45286927,0.450372535,0.012158629,2019-09-19
374,-53.54418286,48.44888996,0.450328781,0.012156139,2019-09-19
374,-53.53806737,48.53868999,0.450328781,0.012156139,2019-09-19
374,-53.40285747,48.5345396,0.450328781,0.012156139,2019-09-19
374,-53.40921058,48.44475257,0.450328781,0.012156139,2019-09-19
374,-53.54418286,48.44888996,0.450328781,0.012156139,2019-09-19
375,-53.40921058,48.44475257,0.450283316,0.012153553,2019-09-19
375,-53.40285747,48.5345396,0.450283316,0.012153553,2019-09-19
375,-53.26767893,48.53023073,0.450283316,0.012153553,2019-09-19
375,-53.27426946,48.44045719,0.450283316,0.012153553,2019-09-19
375,-53.40921058,48.44475257,0.450283316,0.012153553,2019-09-19
376,-53.27426946,48.44045719,0.450236144,0.01215087,2019-09-19
376,-53.26767893,48.53023073,0.450236144,0.01215087,2019-09-19
376,-53.13253288,48.52576346,0.450236144,0.01215087,2019-09-19
376,-53.13936064,48.43600392,0.450236144,0.01215087,2019-09-19
376,-53.27426946,48.44045719,0.450236144,0.01215087,2019-09-19
377,-53.13936064,48.43600392,0.450187265,0.012148092,2019-09-19
377,-53.13253288,48.52576346,0.450187265,0.012148092,2019-09-19
377,-52.99742051,48.5211379,0.450187265,0.012148092,2019-09-19
377,-53.00448527,48.43139283,0.450187265,0.012148092,2019-09-19
377,-53.13936064,48.43600392,0.450187265,0.012148092,2019-09-19
378,-53.00448527,48.43139283,0.450136679,0.012145217,2019-09-19
378,-52.99742051,48.5211379,0.450136679,0.012145217,2019-09-19
378,-52.86234296,48.51635414,0.450136679,0.012145217,2019-09-19
378,-52.86964451,48.42662404,0.450136679,0.012145217,2019-09-19
378,-53.00448527,48.43139283,0.450136679,0.012145217,2019-09-19
379,-59.22958751,48.56917457,0.451170357,0.012198254,2022-05-20
379,-59.23355118,48.65906849,0.451170357,0.012198254,2022-05-20
379,-59.09784989,48.66162095,0.451170357,0.012198254,2022-05-20
379,-59.0941266,48.57171902,0.451170357,0.012198254,2022-05-20
379,-59.22958751,48.56917457,0.451170357,0.012198254,2022-05-20
380,-59.0941266,48.57171902,0.451196886,0.01219977,2022-05-20
380,-59.09784989,48.66162095,0.451196886,0.01219977,2022-05-20
380,-58.96213018,48.66401362,0.451196886,0.01219977,2022-05-20
380,-58.95864737,48.57410418,0.451196886,0.01219977,2022-05-20
380,-59.0941266,48.57171902,0.451196886,0.01219977,2022-05-20
381,-58.95864737,48.57410418,0.451221697,0.012201188,2022-05-20
381,-58.96213018,48.66401362,0.451221697,0.012201188,2022-05-20
381,-58.82639322,48.66624645,0.451221697,0.012201188,2022-05-20
381,-58.82315101,48.57633001,0.451221697,0.012201188,2022-05-20
381,-58.95864737,48.57410418,0.451221697,0.012201188,2022-05-20
382,-58.82315101,48.57633001,0.451244794,0.012202508,2022-05-20
382,-58.82639322,48.66624645,0.451244794,0.012202508,2022-05-20
382,-58.69064022,48.6683194,0.451244794,0.012202508,2022-05-20
382,-58.68763871,48.57839645,0.451244794,0.012202508,2022-05-20
382,-58.82315101,48.57633001,0.451244794,0.012202508,2022-05-20
383,-58.68763871,48.57839645,0.451266173,0.01220373,2022-05-20
383,-58.69064022,48.6683194,0.451266173,0.01220373,2022-05-20
383,-58.55487235,48.67023241,0.451266173,0.01220373,2022-05-20
383,-58.55211163,48.58030346,0.451266173,0.01220373,2022-05-20
383,-58.68763871,48.57839645,0.451266173,0.01220373,2022-05-20
384,-54.07919699,48.55370495,0.450971178,0.012186883,2020-09-21
384,-54.07400829,48.6435502,0.450971178,0.012186883,2020-09-21
384,-53.93844521,48.64002356,0.450971178,0.012186883,2020-09-21
384,-53.94387341,48.55018937,0.450971178,0.012186883,2020-09-21
384,-54.07919699,48.55370495,0.450971178,0.012186883,2020-09-21
385,-53.94387341,48.55018937,0.450932459,0.012184674,2020-09-21
385,-53.93844521,48.64002356,0.450932459,0.012184674,2020-09-21
385,-53.80290897,48.6363376,0.450932459,0.012184674,2020-09-21
385,-53.8085765,48.54651496,0.450932459,0.012184674,2020-09-21
385,-53.94387341,48.55018937,0.450932459,0.012184674,2020-09-21
386,-53.8085765,48.54651496,0.450892027,0.012182368,2020-09-21
386,-53.80290897,48.6363376,0.450892027,0.012182368,2020-09-21
386,-53.66740074,48.63249239,0.450892027,0.012182368,2020-09-21
386,-53.67330743,48.54268181,0.450892027,0.012182368,2020-09-21
386,-53.8085765,48.54651496,0.450892027,0.012182368,2020-09-21
387,-53.53806737,48.53868999,0.45080602,0.012177465,2020-09-21
387,-53.5319217,48.62848803,0.45080602,0.012177465,2020-09-21
387,-53.39647302,48.6243246,0.45080602,0.012177465,2020-09-21
387,-53.40285747,48.5345396,0.45080602,0.012177465,2020-09-21
387,-53.53806737,48.53868999,0.45080602,0.012177465,2020-09-21
388,-53.40285747,48.5345396,0.450760445,0.012174868,2020-09-21
388,-53.39647302,48.6243246,0.450760445,0.012174868,2020-09-21
388,-53.26105589,48.62000218,0.450760445,0.012174868,2020-09-21
388,-53.26767893,48.53023073,0.450760445,0.012174868,2020-09-21
388,-53.40285747,48.5345396,0.450760445,0.012174868,2020-09-21
389,-53.26767893,48.53023073,0.450713158,0.012172174,2020-09-21
389,-53.26105589,48.62000218,0.450713158,0.012172174,2020-09-21
389,-53.12567146,48.61552088,0.450713158,0.012172174,2020-09-21
389,-53.13253288,48.52576346,0.450713158,0.012172174,2020-09-21
389,-53.26767893,48.53023073,0.450713158,0.012172174,2020-09-21
390,-53.13253288,48.52576346,0.450664157,0.012169384,2020-09-21
390,-53.12567146,48.61552088,0.450664157,0.012169384,2020-09-21
390,-52.99032092,48.61088079,0.450664157,0.012169384,2020-09-21
390,-52.99742051,48.5211379,0.450664157,0.012169384,2020-09-21
390,-53.13253288,48.52576346,0.450664157,0.012169384,2020-09-21
391,-52.99742051,48.5211379,0.450613447,0.012166497,2020-09-21
391,-52.99032092,48.61088079,0.450613447,0.012166497,2020-09-21
391,-52.85500542,48.60608201,0.450613447,0.012166497,2020-09-21
391,-52.86234296,48.51635414,0.450613447,0.012166497,2020-09-21
391,-52.99742051,48.5211379,0.450613447,0.012166497,2020-09-21
392,-59.09784989,48.66162095,0.451677453,0.012221296,2022-05-20
392,-59.10159161,48.75152125,0.451677453,0.012221296,2022-05-20
392,-58.96563022,48.75392145,0.451677453,0.012221296,2022-05-20
392,-58.96213018,48.66401362,0.451677453,0.012221296,2022-05-20
392,-59.09784989,48.66162095,0.451677453,0.012221296,2022-05-20
393,-58.96213018,48.66401362,0.451702326,0.01222272,2022-05-20
393,-58.96563022,48.75392145,0.451702326,0.01222272,2022-05-20
393,-58.82965148,48.75616132,0.451702326,0.01222272,2022-05-20
393,-58.82639322,48.66624645,0.451702326,0.01222272,2022-05-20
393,-58.96213018,48.66401362,0.451702326,0.01222272,2022-05-20
394,-58.82639322,48.66624645,0.451725477,0.012224045,2022-05-20
394,-58.82965148,48.75616132,0.451725477,0.012224045,2022-05-20
394,-58.69365659,48.75824079,0.451725477,0.012224045,2022-05-20
394,-58.69064022,48.6683194,0.451725477,0.012224045,2022-05-20
394,-58.82639322,48.66624645,0.451725477,0.012224045,2022-05-20
395,-58.69064022,48.6683194,0.451746909,0.012225273,2022-05-20
395,-58.69365659,48.75824079,0.451746909,0.012225273,2022-05-20
395,-58.55764674,48.76015983,0.451746909,0.012225273,2022-05-20
395,-58.55487235,48.67023241,0.451746909,0.012225273,2022-05-20
395,-58.69064022,48.6683194,0.451746909,0.012225273,2022-05-20
396,-54.07400829,48.6435502,0.451451199,0.012208354,2020-09-21
396,-54.06879394,48.73339363,0.451451199,0.012208354,2020-09-21
396,-53.93299018,48.72985589,0.451451199,0.012208354,2020-09-21
396,-53.93844521,48.64002356,0.451451199,0.012208354,2020-09-21
396,-54.07400829,48.6435502,0.451451199,0.012208354,2020-09-21
397,-53.93844521,48.64002356,0.451412387,0.012206136,2020-09-21
397,-53.93299018,48.72985589,0.451412387,0.012206136,2020-09-21
397,-53.79721342,48.72615833,0.451412387,0.012206136,2020-09-21
397,-53.80290897,48.6363376,0.451412387,0.012206136,2020-09-21
397,-53.93844521,48.64002356,0.451412387,0.012206136,2020-09-21
398,-53.80290897,48.6363376,0.451371857,0.01220382,2020-09-21
398,-53.79721342,48.72615833,0.451371857,0.01220382,2020-09-21
398,-53.66146485,48.72230103,0.451371857,0.01220382,2020-09-21
398,-53.66740074,48.63249239,0.451371857,0.01220382,2020-09-21
398,-53.80290897,48.6363376,0.451371857,0.01220382,2020-09-21
399,-53.66740074,48.63249239,0.451329608,0.012201407,2020-09-21
399,-53.66146485,48.72230103,0.451329608,0.012201407,2020-09-21
399,-53.52574567,48.71828408,0.451329608,0.012201407,2020-09-21
399,-53.5319217,48.62848803,0.451329608,0.012201407,2020-09-21
399,-53.66740074,48.63249239,0.451329608,0.012201407,2020-09-21
400,-53.5319217,48.62848803,0.45128564,0.012198896,2020-09-21
400,-53.52574567,48.71828408,0.45128564,0.012198896,2020-09-21
400,-53.39005703,48.71410756,0.45128564,0.012198896,2020-09-21
400,-53.39647302,48.6243246,0.45128564,0.012198896,2020-09-21
400,-53.5319217,48.62848803,0.45128564,0.012198896,2020-09-21
401,-53.39647302,48.6243246,0.451239955,0.012196288,2020-09-21
401,-53.39005703,48.71410756,0.451239955,0.012196288,2020-09-21
401,-53.25440014,48.70977156,0.451239955,0.012196288,2020-09-21
401,-53.26105589,48.62000218,0.451239955,0.012196288,2020-09-21
401,-53.39647302,48.6243246,0.451239955,0.012196288,2020-09-21
402,-53.26105589,48.62000218,0.451192554,0.012193583,2020-09-21
402,-53.25440014,48.70977156,0.451192554,0.012193583,2020-09-21
402,-53.11877617,48.70527617,0.451192554,0.012193583,2020-09-21
402,-53.12567146,48.61552088,0.451192554,0.012193583,2020-09-21
402,-53.26105589,48.62000218,0.451192554,0.012193583,2020-09-21
403,-53.12567146,48.61552088,0.451143434,0.012190781,2020-09-21
403,-53.11877617,48.70527617,0.451143434,0.012190781,2020-09-21
403,-52.98318628,48.70062149,0.451143434,0.012190781,2020-09-21
403,-52.99032092,48.61088079,0.451143434,0.012190781,2020-09-21
403,-53.12567146,48.61552088,0.451143434,0.012190781,2020-09-21
404,-52.99032092,48.61088079,0.451092597,0.012187882,2020-09-21
404,-52.98318628,48.70062149,0.451092597,0.012187882,2020-09-21
404,-52.84763167,48.69580763,0.451092597,0.012187882,2020-09-21
404,-52.85500542,48.60608201,0.451092597,0.012187882,2020-09-21
404,-52.99032092,48.61088079,0.451092597,0.012187882,2020-09-21
405,-58.82965148,48.75616132,0.452208561,0.01224569,2022-05-20
405,-58.8329259,48.84607461,0.452208561,0.01224569,2022-05-20
405,-58.69668792,48.84816064,0.452208561,0.01224569,2022-05-20
405,-58.69365659,48.75824079,0.452208561,0.01224569,2022-05-20
405,-58.82965148,48.75616132,0.452208561,0.01224569,2022-05-20
406,-58.69365659,48.75824079,0.452230042,0.012246922,2022-05-20
406,-58.69668792,48.84816064,0.452230042,0.012246922,2022-05-20
406,-58.56043489,48.85008573,0.452230042,0.012246922,2022-05-20
406,-58.55764674,48.76015983,0.452230042,0.012246922,2022-05-20
406,-58.69365659,48.75824079,0.452230042,0.012246922,2022-05-20
407,-54.34047774,48.73998934,0.452006263,0.012234092,2020-09-21
407,-54.33572179,48.82985171,0.452006263,0.012234092,2020-09-21
407,-54.19962538,48.8266237,0.452006263,0.012234092,2020-09-21
407,-54.20462352,48.73677147,0.452006263,0.012234092,2020-09-21
407,-54.34047774,48.73998934,0.452006263,0.012234092,2020-09-21
408,-54.20462352,48.73677147,0.451970804,0.012232061,2020-09-21
408,-54.19962538,48.8266237,0.451970804,0.012232061,2020-09-21
408,-54.06355377,48.82323523,0.451970804,0.012232061,2020-09-21
408,-54.06879394,48.73339363,0.451970804,0.012232061,2020-09-21
408,-54.20462352,48.73677147,0.451970804,0.012232061,2020-09-21
409,-54.06879394,48.73339363,0.45193362,0.012229931,2020-09-21
409,-54.06355377,48.82323523,0.45193362,0.012229931,2020-09-21
409,-53.92750813,48.81968635,0.45193362,0.012229931,2020-09-21
409,-53.93299018,48.72985589,0.45193362,0.012229931,2020-09-21
409,-54.06879394,48.73339363,0.45193362,0.012229931,2020-09-21
410,-53.93299018,48.72985589,0.451894714,0.012227704,2020-09-21
410,-53.92750813,48.81968635,0.451894714,0.012227704,2020-09-21
410,-53.79148968,48.81597716,0.451894714,0.012227704,2020-09-21
410,-53.79721342,48.72615833,0.451894714,0.012227704,2020-09-21
410,-53.93299018,48.72985589,0.451894714,0.012227704,2020-09-21
411,-53.79721342,48.72615833,0.451854086,0.012225378,2020-09-21
411,-53.79148968,48.81597716,0.451854086,0.012225378,2020-09-21
411,-53.6554996,48.81210772,0.451854086,0.012225378,2020-09-21
411,-53.66146485,48.72230103,0.451854086,0.012225378,2020-09-21
411,-53.79721342,48.72615833,0.451854086,0.012225378,2020-09-21
412,-53.66146485,48.72230103,0.451811734,0.012222955,2020-09-21
412,-53.6554996,48.81210772,0.451811734,0.012222955,2020-09-21
412,-53.51953907,48.80807813,0.451811734,0.012222955,2020-09-21
412,-53.52574567,48.71828408,0.451811734,0.012222955,2020-09-21
412,-53.66146485,48.72230103,0.451811734,0.012222955,2020-09-21
413,-58.69668792,48.84816064,0.452715592,0.012268679,2022-05-20
413,-58.6997343,48.93807894,0.452715592,0.012268679,2022-05-20
413,-58.56323688,48.94001009,0.452715592,0.012268679,2022-05-20
413,-58.56043489,48.85008573,0.452715592,0.012268679,2022-05-20
413,-58.69668792,48.84816064,0.452715592,0.012268679,2022-05-20
414,-58.56043489,48.85008573,0.452735396,0.012269818,2022-05-20
414,-58.56323688,48.94001009,0.452735396,0.012269818,2022-05-20
414,-58.42672554,48.94177975,0.452735396,0.012269818,2022-05-20
414,-58.42416802,48.85184983,0.452735396,0.012269818,2022-05-20
414,-58.56043489,48.85008573,0.452735396,0.012269818,2022-05-20
415,-54.19962538,48.8266237,0.452455728,0.012253755,2020-09-21
415,-54.19460246,48.91647414,0.452455728,0.012253755,2020-09-21
415,-54.05828761,48.913075,0.452455728,0.012253755,2020-09-21
415,-54.06355377,48.82323523,0.452455728,0.012253755,2020-09-21
415,-54.19962538,48.8266237,0.452455728,0.012253755,2020-09-21
416,-54.06355377,48.82323523,0.452418456,0.012251616,2020-09-21
416,-54.05828761,48.913075,0.452418456,0.012251616,2020-09-21
416,-53.92199891,48.90951495,0.452418456,0.012251616,2020-09-21
416,-53.92750813,48.81968635,0.452418456,0.012251616,2020-09-21
416,-54.06355377,48.82323523,0.452418456,0.012251616,2020-09-21
417,-53.92750813,48.81968635,0.452379455,0.012249379,2020-09-21
417,-53.92199891,48.90951495,0.452379455,0.012249379,2020-09-21
417,-53.78573757,48.90579408,0.452379455,0.012249379,2020-09-21
417,-53.79148968,48.81597716,0.452379455,0.012249379,2020-09-21
417,-53.92750813,48.81968635,0.452379455,0.012249379,2020-09-21
418,-53.79148968,48.81597716,0.452338726,0.012247044,2020-09-21
418,-53.78573757,48.90579408,0.452338726,0.012247044,2020-09-21
418,-53.64950477,48.90191246,0.452338726,0.012247044,2020-09-21
418,-53.6554996,48.81210772,0.452338726,0.012247044,2020-09-21
418,-53.79148968,48.81597716,0.452338726,0.012247044,2020-09-21
419,-53.6554996,48.81210772,0.452296272,0.01224461,2020-09-21
419,-53.64950477,48.90191246,0.452296272,0.01224461,2020-09-21
419,-53.51330173,48.89787019,0.452296272,0.01224461,2020-09-21
419,-53.51953907,48.80807813,0.452296272,0.01224461,2020-09-21
419,-53.6554996,48.81210772,0.452296272,0.01224461,2020-09-21
420,-58.56323688,48.94001009,0.453223424,0.012291688,2022-05-20
420,-58.56605281,49.02993292,0.453223424,0.012291688,2022-05-20
420,-58.42929577,49.03170817,0.453223424,0.012291688,2022-05-20
420,-58.42672554,48.94177975,0.453223424,0.012291688,2022-05-20
420,-58.56323688,48.94001009,0.453223424,0.012291688,2022-05-20
421,-58.1536659,48.94483446,0.453272576,0.01229452,2019-10-10
421,-58.15574453,49.03477251,0.453272576,0.01229452,2019-10-10
421,-58.01895276,49.03606154,0.453272576,0.01229452,2019-10-10
421,-58.01712005,48.94611944,0.453272576,0.01229452,2019-10-10
421,-58.1536659,48.94483446,0.453272576,0.01229452,2019-10-10
422,-58.01712005,48.94611944,0.453285493,0.012295264,2019-10-10
422,-58.01895276,49.03606154,0.453285493,0.012295264,2019-10-10
422,-57.88215187,49.03718844,0.453285493,0.012295264,2019-10-10
422,-57.88056513,48.9472428,0.453285493,0.012295264,2019-10-10
422,-58.01712005,48.94611944,0.453285493,0.012295264,2019-10-10
423,-55.55892372,48.94160144,0.45322142,0.012291573,2019-10-10
423,-55.55632767,49.03152929,0.45322142,0.012291573,2019-10-10
423,-55.41957205,49.02973703,0.45322142,0.012291573,2019-10-10
423,-55.42241378,48.93981481,0.45322142,0.012291573,2019-10-10
423,-55.55892372,48.94160144,0.45322142,0.012291573,2019-10-10
424,-55.42241378,48.93981481,0.453201385,0.012290419,2019-10-10
424,-55.41957205,49.02973703,0.453201385,0.012290419,2019-10-10
424,-55.28283058,49.02778277,0.453201385,0.012290419,2019-10-10
424,-55.2859179,48.93786669,0.453201385,0.012290419,2019-10-10
424,-55.42241378,48.93981481,0.453201385,0.012290419,2019-10-10
425,-54.05828761,48.913075,0.452905718,0.012273409,2020-09-21
425,-54.0529953,49.00291293,0.452905718,0.012273409,2020-09-21
425,-53.91646234,48.99934167,0.452905718,0.012273409,2020-09-21
425,-53.92199891,48.90951495,0.452905718,0.012273409,2020-09-21
425,-54.05828761,48.913075,0.452905718,0.012273409,2020-09-21
426,-53.92199891,48.90951495,0.452866625,0.012271162,2020-09-21
426,-53.91646234,48.99934167,0.452866625,0.012271162,2020-09-21
426,-53.7799569,48.99560908,0.452866625,0.012271162,2020-09-21
426,-53.78573757,48.90579408,0.452866625,0.012271162,2020-09-21
426,-53.92199891,48.90951495,0.452866625,0.012271162,2020-09-21
427,-53.78573757,48.90579408,0.452825796,0.012268817,2020-09-21
427,-53.7799569,48.99560908,0.452825796,0.012268817,2020-09-21
427,-53.6434802,48.99171524,0.452825796,0.012268817,2020-09-21
427,-53.64950477,48.90191246,0.452825796,0.012268817,2020-09-21
427,-53.78573757,48.90579408,0.452825796,0.012268817,2020-09-21
428,-53.64950477,48.90191246,0.452783242,0.012266373,2020-09-21
428,-53.6434802,48.99171524,0.452783242,0.012266373,2020-09-21
428,-53.50703344,48.98766024,0.452783242,0.012266373,2020-09-21
428,-53.51330173,48.89787019,0.452783242,0.012266373,2020-09-21
428,-53.64950477,48.90191246,0.452783242,0.012266373,2020-09-21
429,-58.56605281,49.02993292,0.453713897,0.012313668,2022-05-20
429,-58.56888275,49.11985423,0.453713897,0.012313668,2022-05-20
429,-58.4318788,49.12163507,0.453713897,0.012313668,2022-05-20
429,-58.42929577,49.03170817,0.453713897,0.012313668,2022-05-20
429,-58.56605281,49.02993292,0.453713897,0.012313668,2022-05-20
430,-58.42929577,49.03170817,0.453732059,0.012314716,2022-05-20
430,-58.4318788,49.12163507,0.453732059,0.012314716,2022-05-20
430,-58.29486198,49.12325337,0.453732059,0.012314716,2022-05-20
430,-58.29252594,49.03332138,0.453732059,0.012314716,2022-05-20
430,-58.42929577,49.03170817,0.453732059,0.012314716,2022-05-20
431,-58.29252594,49.03332138,0.453748483,0.012315664,2022-05-20
431,-58.29486198,49.12325337,0.453748483,0.012315664,2022-05-20
431,-58.1578335,49.12470909,0.453748483,0.012315664,2022-05-20
431,-58.15574453,49.03477251,0.453748483,0.012315664,2022-05-20
431,-58.29252594,49.03332138,0.453748483,0.012315664,2022-05-20
432,-58.15574453,49.03477251,0.453763168,0.012316512,2019-10-10
432,-58.1578335,49.12470909,0.453763168,0.012316512,2019-10-10
432,-58.0207946,49.12600219,0.453763168,0.012316512,2019-10-10
432,-58.01895276,49.03606154,0.453763168,0.012316512,2019-10-10
432,-58.15574453,49.03477251,0.453763168,0.012316512,2019-10-10
433,-58.01895276,49.03606154,0.453776114,0.012317259,2019-10-10
433,-58.0207946,49.12600219,0.453776114,0.012317259,2019-10-10
433,-57.88374651,49.12713264,0.453776114,0.012317259,2019-10-10
433,-57.88215187,49.03718844,0.453776114,0.012317259,2019-10-10
433,-58.01895276,49.03606154,0.453776114,0.012317259,2019-10-10
434,-55.55632767,49.03152929,0.453711888,0.012313552,2019-10-10
434,-55.55371869,49.12145563,0.453711888,0.012313552,2019-10-10
434,-55.41671617,49.11965771,0.453711888,0.012313552,2019-10-10
434,-55.41957205,49.02973703,0.453711888,0.012313552,2019-10-10
434,-55.55632767,49.03152929,0.453711888,0.012313552,2019-10-10
435,-55.41957205,49.02973703,0.453691807,0.012312393,2019-10-10
435,-55.41671617,49.11965771,0.453691807,0.012312393,2019-10-10
435,-55.27972789,49.11769729,0.453691807,0.012312393,2019-10-10
435,-55.28283058,49.02778277,0.453691807,0.012312393,2019-10-10
435,-55.41957205,49.02973703,0.453691807,0.012312393,2019-10-10
436,-55.28283058,49.02778277,0.453669986,0.012311134,2019-10-10
436,-55.27972789,49.11769729,0.453669986,0.012311134,2019-10-10
436,-55.14275508,49.1155744,0.453669986,0.012311134,2019-10-10
436,-55.14610448,49.02566656,0.453669986,0.012311134,2019-10-10
436,-55.28283058,49.02778277,0.453669986,0.012311134,2019-10-10
437,-54.73603061,49.0183467,0.45356533,0.012305099,2020-09-21
437,-54.73194174,49.10823146,0.45356533,0.012305099,2020-09-21
437,-54.59504308,49.10545923,0.45356533,0.012305099,2020-09-21
437,-54.5993782,49.01558318,0.45356533,0.012305099,2020-09-21
437,-54.73603061,49.0183467,0.45356533,0.012305099,2020-09-21
438,-53.91646234,48.99934167,0.45335624,0.012293054,2020-09-21
438,-53.91089824,49.08916652,0.45335624,0.012293054,2020-09-21
438,-53.77414751,49.08542217,0.45335624,0.012293054,2020-09-21
438,-53.7799569,48.99560908,0.45335624,0.012293054,2020-09-21
438,-53.91646234,48.99934167,0.45335624,0.012293054,2020-09-21
439,-53.7799569,48.99560908,0.453315314,0.012290698,2020-09-21
439,-53.77414751,49.08542217,0.453315314,0.012290698,2020-09-21
439,-53.63742569,49.08151607,0.453315314,0.012290698,2020-09-21
439,-53.6434802,48.99171524,0.453315314,0.012290698,2020-09-21
439,-53.7799569,48.99560908,0.453315314,0.012290698,2020-09-21
440,-53.6434802,48.99171524,0.453272653,0.012288243,2020-09-21
440,-53.63742569,49.08151607,0.453272653,0.012288243,2020-09-21
440,-53.500734,49.07744829,0.453272653,0.012288243,2020-09-21
440,-53.50703344,48.98766024,0.453272653,0.012288243,2020-09-21
440,-53.6434802,48.99171524,0.453272653,0.012288243,2020-09-21
441,-58.4318788,49.12163507,0.454225037,0.01233681,2022-05-20
441,-58.43447472,49.21156047,0.454225037,0.01233681,2022-05-20
441,-58.29720967,49.21318388,0.454225037,0.01233681,2022-05-20
441,-58.29486198,49.12325337,0.454225037,0.01233681,2022-05-20
441,-58.4318788,49.12163507,0.454225037,0.01233681,2022-05-20
442,-58.1578335,49.12470909,0.45425622,0.012338614,2019-10-10
442,-58.15993289,49.21464419,0.45425622,0.012338614,2019-10-10
442,-58.02264563,49.21594137,0.45425622,0.012338614,2019-10-10
442,-58.0207946,49.12600219,0.45425622,0.012338614,2019-10-10
442,-58.1578335,49.12470909,0.45425622,0.012338614,2019-10-10
443,-58.0207946,49.12600219,0.454269198,0.012339364,2019-10-10
443,-58.02264563,49.21594137,0.454269198,0.012339364,2019-10-10
443,-57.88534911,49.21707539,0.454269198,0.012339364,2019-10-10
443,-57.88374651,49.12713264,0.454269198,0.012339364,2019-10-10
443,-58.0207946,49.12600219,0.454269198,0.012339364,2019-10-10
444,-57.88374651,49.12713264,0.454280434,0.012340014,2019-10-10
444,-57.88534911,49.21707539,0.454280434,0.012340014,2019-10-10
444,-57.7480446,49.21804624,0.454280434,0.012340014,2019-10-10
444,-57.74669047,49.12810043,0.454280434,0.012340014,2019-10-10
444,-57.88374651,49.12713264,0.454280434,0.012340014,2019-10-10
445,-55.41671617,49.11965771,0.454184687,0.012334477,2019-10-10
445,-55.41384605,49.20957687,0.454184687,0.012334477,2019-10-10
445,-55.27660973,49.20761025,0.454184687,0.012334477,2019-10-10
445,-55.27972789,49.11769729,0.454184687,0.012334477,2019-10-10
445,-55.41671617,49.11965771,0.454184687,0.012334477,2019-10-10
446,-55.27972789,49.11769729,0.454162815,0.012333213,2019-10-10
446,-55.27660973,49.20761025,0.454162815,0.012333213,2019-10-10
446,-55.13938898,49.20548067,0.454162815,0.012333213,2019-10-10
446,-55.14275508,49.1155744,0.454162815,0.012333213,2019-10-10
446,-55.27972789,49.11769729,0.454162815,0.012333213,2019-10-10
447,-54.73194174,49.10823146,0.454057908,0.012327151,2020-09-21
447,-54.72783249,49.19811455,0.454057908,0.012327151,2020-09-21
447,-54.59068637,49.19533358,0.454057908,0.012327151,2020-09-21
