Field1,Field2,Field3,Field4,Field5,Field6
181,-59.32012211,47.57762064,0.44601141,0.011966866,2019-10-10
181,-59.32410561,47.66752448,0.44601141,0.011966866,2019-10-10
181,-59.19100304,47.67014469,0.44601141,0.011966866,2019-10-10
181,-59.18724722,47.58023266,0.44601141,0.011966866,2019-10-10
181,-59.32012211,47.57762064,0.44601141,0.011966866,2019-10-10
182,-59.18724722,47.58023266,0.44603891,0.011968408,2019-10-10
182,-59.19100304,47.67014469,0.44603891,0.011968408,2019-10-10
182,-59.05788216,47.67261058,0.44603891,0.011968408,2019-10-10
182,-59.05435413,47.58269084,0.44603891,0.011968408,2019-10-10
182,-59.18724722,47.58023266,0.44603891,0.011968408,2019-10-10
183,-59.05435413,47.58269084,0.446064744,0.011969856,2019-10-10
183,-59.05788216,47.67261058,0.446064744,0.011969856,2019-10-10
183,-58.92474407,47.6749221,0.446064744,0.011969856,2019-10-10
183,-58.92144394,47.58499513,0.446064744,0.011969856,2019-10-10
183,-59.05435413,47.58269084,0.446064744,0.011969856,2019-10-10
184,-58.92144394,47.58499513,0.446088905,0.011971211,2019-10-10
184,-58.92474407,47.6749221,0.446088905,0.011971211,2019-10-10
184,-58.79158989,47.67707919,0.446088905,0.011971211,2019-10-10
184,-58.78851775,47.58714548,0.446088905,0.011971211,2019-10-10
184,-58.92144394,47.58499513,0.446088905,0.011971211,2019-10-10
185,-58.78851775,47.58714548,0.446111395,0.011972473,2019-10-10
185,-58.79158989,47.67707919,0.446111395,0.011972473,2019-10-10
185,-58.65842072,47.67908181,0.446111395,0.011972473,2019-10-10
185,-58.65557667,47.58914184,0.446111395,0.011972473,2019-10-10
185,-58.78851775,47.58714548,0.446111395,0.011972473,2019-10-10
186,-58.65557667,47.58914184,0.446132213,0.01197364,2019-10-10
186,-58.65842072,47.67908181,0.446132213,0.01197364,2019-10-10
186,-58.52523768,47.68092992,0.446132213,0.01197364,2019-10-10
186,-58.5226218,47.59098417,0.446132213,0.01197364,2019-10-10
186,-58.65557667,47.58914184,0.446132213,0.01197364,2019-10-10
187,-58.5226218,47.59098417,0.446151362,0.011974715,2019-10-10
187,-58.52523768,47.68092992,0.446151362,0.011974715,2019-10-10
187,-58.39204187,47.68262348,0.446151362,0.011974715,2019-10-10
187,-58.38965425,47.59267243,0.446151362,0.011974715,2019-10-10
187,-58.5226218,47.59098417,0.446151362,0.011974715,2019-10-10
188,-58.38965425,47.59267243,0.446168836,0.011975695,2019-10-10
188,-58.39204187,47.68262348,0.446168836,0.011975695,2019-10-10
188,-58.25883442,47.68416246,0.446168836,0.011975695,2019-10-10
188,-58.25667511,47.59420659,0.446168836,0.011975695,2019-10-10
188,-58.38965425,47.59267243,0.446168836,0.011975695,2019-10-10
189,-58.25667511,47.59420659,0.446184638,0.011976582,2019-10-10
189,-58.25883442,47.68416246,0.446184638,0.011976582,2019-10-10
189,-58.12561642,47.68554681,0.446184638,0.011976582,2019-10-10
189,-58.1236855,47.59558662,0.446184638,0.011976582,2019-10-10
189,-58.25667511,47.59420659,0.446184638,0.011976582,2019-10-10
190,-58.1236855,47.59558662,0.446198769,0.011977375,2019-10-10
190,-58.12561642,47.68554681,0.446198769,0.011977375,2019-10-10
190,-57.99238901,47.68677652,0.446198769,0.011977375,2019-10-10
190,-57.99068653,47.59681248,0.446198769,0.011977375,2019-10-10
190,-58.1236855,47.59558662,0.446198769,0.011977375,2019-10-10
191,-57.99068653,47.59681248,0.446211226,0.011978074,2019-10-10
191,-57.99238901,47.68677652,0.446211226,0.011978074,2019-10-10
191,-57.85915328,47.68785156,0.446211226,0.011978074,2019-10-10
191,-57.8576793,47.59788416,0.446211226,0.011978074,2019-10-10
191,-57.99068653,47.59681248,0.446211226,0.011978074,2019-10-10
192,-57.8576793,47.59788416,0.446222014,0.01197868,2019-10-10
192,-57.85915328,47.68785156,0.446222014,0.01197868,2019-10-10
192,-57.72591036,47.6887719,0.446222014,0.01197868,2019-10-10
192,-57.72466493,47.59880162,0.446222014,0.01197868,2019-10-10
192,-57.8576793,47.59788416,0.446222014,0.01197868,2019-10-10
193,-57.72466493,47.59880162,0.446231126,0.011979191,2019-10-10
193,-57.72591036,47.6887719,0.446231126,0.011979191,2019-10-10
193,-57.59266137,47.68953752,0.446231126,0.011979191,2019-10-10
193,-57.59164451,47.59956485,0.446231126,0.011979191,2019-10-10
193,-57.72466493,47.59880162,0.446231126,0.011979191,2019-10-10
194,-57.59164451,47.59956485,0.446238565,0.011979609,2019-10-10
194,-57.59266137,47.68953752,0.446238565,0.011979609,2019-10-10
194,-57.45940741,47.69014841,0.446238565,0.011979609,2019-10-10
194,-57.45861915,47.60017383,0.446238565,0.011979609,2019-10-10
194,-57.59164451,47.59956485,0.446238565,0.011979609,2019-10-10
195,-57.45861915,47.60017383,0.446244333,0.011979932,2019-10-10
195,-57.45940741,47.69014841,0.446244333,0.011979932,2019-10-10
195,-57.3261496,47.69060456,0.446244333,0.011979932,2019-10-10
195,-57.32558998,47.60062855,0.446244333,0.011979932,2019-10-10
195,-57.45861915,47.60017383,0.446244333,0.011979932,2019-10-10
196,-57.32558998,47.60062855,0.446248427,0.011980162,2019-10-10
196,-57.3261496,47.69060456,0.446248427,0.011980162,2019-10-10
196,-57.19288906,47.69090595,0.446248427,0.011980162,2019-10-10
196,-57.19255809,47.600929,0.446248427,0.011980162,2019-10-10
196,-57.32558998,47.60062855,0.446248427,0.011980162,2019-10-10
197,-57.19255809,47.600929,0.446250849,0.011980298,2019-10-10
197,-57.19288906,47.69090595,0.446250849,0.011980298,2019-10-10
197,-57.05962691,47.69105259,0.446250849,0.011980298,2019-10-10
197,-57.05952459,47.60107518,0.446250849,0.011980298,2019-10-10
197,-57.19255809,47.600929,0.446250849,0.011980298,2019-10-10
198,-57.05952459,47.60107518,0.446251597,0.01198034,2020-09-06
198,-57.05962691,47.69105259,0.446251597,0.01198034,2020-09-06
198,-56.92636426,47.69104446,0.446251597,0.01198034,2020-09-06
198,-56.92649059,47.60106707,0.446251597,0.01198034,2020-09-06
198,-57.05952459,47.60107518,0.446251597,0.01198034,2020-09-06
199,-56.92649059,47.60106707,0.446250674,0.011980288,2020-09-06
199,-56.92636426,47.69104446,0.446250674,0.011980288,2020-09-06
199,-56.79310222,47.69088157,0.446250674,0.011980288,2020-09-06
199,-56.79345721,47.60090469,0.446250674,0.011980288,2020-09-06
199,-56.92649059,47.60106707,0.446250674,0.011980288,2020-09-06
200,-56.79345721,47.60090469,0.446248076,0.011980143,2020-09-06
200,-56.79310222,47.69088157,0.446248076,0.011980143,2020-09-06
200,-56.65984191,47.69056392,0.446248076,0.011980143,2020-09-06
200,-56.66042556,47.60058803,0.446248076,0.011980143,2020-09-06
200,-56.79345721,47.60090469,0.446248076,0.011980143,2020-09-06
201,-56.66042556,47.60058803,0.446243805,0.011979903,2020-09-06
201,-56.65984191,47.69056392,0.446243805,0.011979903,2020-09-06
201,-56.52658446,47.69009151,0.446243805,0.011979903,2020-09-06
201,-56.52739673,47.6001171,0.446243805,0.011979903,2020-09-06
201,-56.66042556,47.60058803,0.446243805,0.011979903,2020-09-06
202,-56.52739673,47.6001171,0.446237862,0.011979569,2020-09-06
202,-56.52658446,47.69009151,0.446237862,0.011979569,2020-09-06
202,-56.39333097,47.68946436,0.446237862,0.011979569,2020-09-06
202,-56.39437184,47.59949192,0.446237862,0.011979569,2020-09-06
202,-56.52739673,47.6001171,0.446237862,0.011979569,2020-09-06
203,-56.39437184,47.59949192,0.446230245,0.011979142,2020-09-06
203,-56.39333097,47.68946436,0.446230245,0.011979142,2020-09-06
203,-56.26008256,47.68868249,0.446230245,0.011979142,2020-09-06
203,-56.26135201,47.59871249,0.446230245,0.011979142,2020-09-06
203,-56.39437184,47.59949192,0.446230245,0.011979142,2020-09-06
204,-56.26135201,47.59871249,0.446220959,0.01197862,2020-09-06
204,-56.26008256,47.68868249,0.446220959,0.01197862,2020-09-06
204,-56.12684034,47.68774589,0.446220959,0.01197862,2020-09-06
204,-56.12833833,47.59777882,0.446220959,0.01197862,2020-09-06
204,-56.26135201,47.59871249,0.446220959,0.01197862,2020-09-06
205,-55.99533191,47.59669095,0.446197362,0.011977296,2020-09-06
205,-55.99360544,47.68665461,0.446197362,0.011977296,2020-09-06
205,-55.86037896,47.68540865,0.446197362,0.011977296,2020-09-06
205,-55.86233387,47.59544889,0.446197362,0.011977296,2020-09-06
205,-55.99533191,47.59669095,0.446197362,0.011977296,2020-09-06
206,-55.86233387,47.59544889,0.446183055,0.011976493,2020-09-06
206,-55.86037896,47.68540865,0.446183055,0.011976493,2020-09-06
206,-55.72716202,47.68400805,0.446183055,0.011976493,2020-09-06
206,-55.72934532,47.59405267,0.446183055,0.011976493,2020-09-06
206,-55.86233387,47.59544889,0.446183055,0.011976493,2020-09-06
207,-55.72934532,47.59405267,0.446167078,0.011975597,2020-09-06
207,-55.72716202,47.68400805,0.446167078,0.011975597,2020-09-06
207,-55.59395574,47.68245284,0.446167078,0.011975597,2020-09-06
207,-55.59636735,47.59250232,0.446167078,0.011975597,2020-09-06
207,-55.72934532,47.59405267,0.446167078,0.011975597,2020-09-06
208,-55.59636735,47.59250232,0.446149427,0.011974606,2020-09-06
208,-55.59395574,47.68245284,0.446149427,0.011974606,2020-09-06
208,-55.46076122,47.68074304,0.446149427,0.011974606,2020-09-06
208,-55.46340107,47.59079787,0.446149427,0.011974606,2020-09-06
208,-55.59636735,47.59250232,0.446149427,0.011974606,2020-09-06
209,-55.46340107,47.59079787,0.446130105,0.011973522,2020-09-16
209,-55.46076122,47.68074304,0.446130105,0.011973522,2020-09-16
209,-55.32757958,47.6788787,0.446130105,0.011973522,2020-09-16
209,-55.3304476,47.58893936,0.446130105,0.011973522,2020-09-16
209,-55.46340107,47.59079787,0.446130105,0.011973522,2020-09-16
210,-55.3304476,47.58893936,0.446109111,0.011972344,2020-09-16
210,-55.32757958,47.6788787,0.446109111,0.011972344,2020-09-16
210,-55.19441194,47.67685985,0.446109111,0.011972344,2020-09-16
210,-55.19750803,47.58692682,0.446109111,0.011972344,2020-09-16
210,-55.3304476,47.58893936,0.446109111,0.011972344,2020-09-16
211,-55.19750803,47.58692682,0.446086444,0.011971073,2020-09-16
211,-55.19441194,47.67685985,0.446086444,0.011971073,2020-09-16
211,-55.06125939,47.67468653,0.446086444,0.011971073,2020-09-16
211,-55.06458347,47.5847603,0.446086444,0.011971073,2020-09-16
211,-55.19750803,47.58692682,0.446086444,0.011971073,2020-09-16
212,-55.06458347,47.5847603,0.446062108,0.011969708,2020-09-16
212,-55.06125939,47.67468653,0.446062108,0.011969708,2020-09-16
212,-54.92812306,47.67235879,0.446062108,0.011969708,2020-09-16
212,-54.93167502,47.58243984,0.446062108,0.011969708,2020-09-16
212,-55.06458347,47.5847603,0.446062108,0.011969708,2020-09-16
213,-54.93167502,47.58243984,0.446036101,0.01196825,2020-09-16
213,-54.92812306,47.67235879,0.446036101,0.01196825,2020-09-16
213,-54.79500405,47.66987669,0.446036101,0.01196825,2020-09-16
213,-54.79878379,47.57996549,0.446036101,0.01196825,2020-09-16
213,-54.93167502,47.58243984,0.446036101,0.01196825,2020-09-16
214,-54.79878379,47.57996549,0.446008422,0.011966698,2020-09-16
214,-54.79500405,47.66987669,0.446008422,0.011966698,2020-09-16
214,-54.66190347,47.66724027,0.446008422,0.011966698,2020-09-16
214,-54.66591088,47.57733731,0.446008422,0.011966698,2020-09-16
214,-54.79878379,47.57996549,0.446008422,0.011966698,2020-09-16
215,-54.53305739,47.57455535,0.445948053,0.011963315,2020-09-16
215,-54.52882243,47.66444958,0.445948053,0.011963315,2020-09-16
215,-54.39576204,47.66150469,0.445948053,0.011963315,2020-09-16
215,-54.40022441,47.57161966,0.445948053,0.011963315,2020-09-16
215,-54.53305739,47.57455535,0.445948053,0.011963315,2020-09-16
216,-54.40022441,47.57161966,0.445915364,0.011961483,2020-09-16
216,-54.39576204,47.66150469,0.445915364,0.011961483,2020-09-16
216,-54.26272339,47.65840566,0.445915364,0.011961483,2020-09-16
216,-54.26741305,47.56853031,0.445915364,0.011961483,2020-09-16
216,-54.40022441,47.57161966,0.445915364,0.011961483,2020-09-16
217,-54.26741305,47.56853031,0.445881007,0.011959559,2020-09-16
217,-54.26272339,47.65840566,0.445881007,0.011959559,2020-09-16
217,-54.1297076,47.65515255,0.445881007,0.011959559,2020-09-16
217,-54.13462441,47.56528737,0.445881007,0.011959559,2020-09-16
217,-54.26741305,47.56853031,0.445881007,0.011959559,2020-09-16
218,-54.13462441,47.56528737,0.445844979,0.011957541,2019-09-19
218,-54.1297076,47.65515255,0.445844979,0.011957541,2019-09-19
218,-53.99671577,47.65174544,0.445844979,0.011957541,2019-09-19
218,-54.00185958,47.5618909,0.445844979,0.011957541,2019-09-19
218,-54.13462441,47.56528737,0.445844979,0.011957541,2019-09-19
219,-54.00185958,47.5618909,0.445807283,0.01195543,2019-09-19
219,-53.99671577,47.65174544,0.445807283,0.01195543,2019-09-19
219,-53.863749,47.64818438,0.445807283,0.01195543,2019-09-19
219,-53.86911965,47.55834097,0.445807283,0.01195543,2019-09-19
219,-54.00185958,47.5618909,0.445807283,0.01195543,2019-09-19
220,-53.86911965,47.55834097,0.445767918,0.011953226,2019-09-19
220,-53.863749,47.64818438,0.445767918,0.011953226,2019-09-19
220,-53.73080839,47.64446947,0.445767918,0.011953226,2019-09-19
220,-53.73640573,47.55463765,0.445767918,0.011953226,2019-09-19
220,-53.86911965,47.55834097,0.445767918,0.011953226,2019-09-19
221,-53.73640573,47.55463765,0.445726885,0.011950929,2019-09-19
221,-53.73080839,47.64446947,0.445726885,0.011950929,2019-09-19
221,-53.59789503,47.64060077,0.445726885,0.011950929,2019-09-19
221,-53.6037189,47.55078103,0.445726885,0.011950929,2019-09-19
221,-53.73640573,47.55463765,0.445726885,0.011950929,2019-09-19
222,-53.6037189,47.55078103,0.445684186,0.01194854,2019-09-19
222,-53.59789503,47.64060077,0.445684186,0.01194854,2019-09-19
222,-53.46501004,47.63657836,0.445684186,0.01194854,2019-09-19
222,-53.47106025,47.54677118,0.445684186,0.01194854,2019-09-19
222,-53.6037189,47.55078103,0.445684186,0.01194854,2019-09-19
223,-53.33843088,47.5426082,0.445593784,0.011943483,2019-09-19
223,-53.33215449,47.63240234,0.445593784,0.011943483,2019-09-19
223,-53.1993295,47.62807278,0.445593784,0.011943483,2019-09-19
223,-53.20583186,47.53829215,0.445593784,0.011943483,2019-09-19
223,-53.33843088,47.5426082,0.445593784,0.011943483,2019-09-19
224,-53.20583186,47.53829215,0.445546084,0.011940817,2019-09-19
224,-53.1993295,47.62807278,0.445546084,0.011940817,2019-09-19
224,-53.06653615,47.62358978,0.445546084,0.011940817,2019-09-19
224,-53.0732643,47.53382315,0.445546084,0.011940817,2019-09-19
224,-53.20583186,47.53829215,0.445546084,0.011940817,2019-09-19
225,-53.0732643,47.53382315,0.445496722,0.011938057,2019-09-19
225,-53.06653615,47.62358978,0.445496722,0.011938057,2019-09-19
225,-52.93377553,47.61895344,0.445496722,0.011938057,2019-09-19
225,-52.94072927,47.52920127,0.445496722,0.011938057,2019-09-19
225,-53.0732643,47.53382315,0.445496722,0.011938057,2019-09-19
226,-52.94072927,47.52920127,0.445445691,0.011935206,2019-09-19
226,-52.93377553,47.61895344,0.445445691,0.011935206,2019-09-19
226,-52.80104873,47.61416384,0.445445691,0.011935206,2019-09-19
226,-52.80822785,47.52442661,0.445445691,0.011935206,2019-09-19
226,-52.94072927,47.52920127,0.445445691,0.011935206,2019-09-19
227,-52.80822785,47.52442661,0.445392997,0.011932262,2019-09-19
227,-52.80104873,47.61416384,0.445392997,0.011932262,2019-09-19
227,-52.66835685,47.6092211,0.445392997,0.011932262,2019-09-19
227,-52.67576113,47.51949928,0.445392997,0.011932262,2019-09-19
227,-52.80822785,47.52442661,0.445392997,0.011932262,2019-09-19
228,-52.67576113,47.51949928,0.44533864,0.011929227,2019-09-19
228,-52.66835685,47.6092211,0.44533864,0.011929227,2019-09-19
228,-52.53570096,47.6041253,0.44533864,0.011929227,2019-09-19
228,-52.54333019,47.51441938,0.44533864,0.011929227,2019-09-19
228,-52.67576113,47.51949928,0.44533864,0.011929227,2019-09-19
229,-59.32410561,47.66752448,0.44646643,0.011987247,2022-05-20
229,-59.32810853,47.75742665,0.44646643,0.011987247,2022-05-20
229,-59.19477717,47.76005508,0.44646643,0.011987247,2022-05-20
229,-59.19100304,47.67014469,0.44646643,0.011987247,2022-05-20
229,-59.32410561,47.66752448,0.44646643,0.011987247,2022-05-20
230,-58.65842072,47.67908181,0.446587526,0.011994049,2019-10-10
230,-58.66127864,47.76902024,0.446587526,0.011994049,2019-10-10
230,-58.52786631,47.77087415,0.446587526,0.011994049,2019-10-10
230,-58.52523768,47.68092992,0.446587526,0.011994049,2019-10-10
230,-58.65842072,47.67908181,0.446587526,0.011994049,2019-10-10
231,-58.52523768,47.68092992,0.44660672,0.011995127,2019-10-10
231,-58.52786631,47.77087415,0.44660672,0.011995127,2019-10-10
231,-58.39444115,47.77257302,0.44660672,0.011995127,2019-10-10
231,-58.39204187,47.68262348,0.44660672,0.011995127,2019-10-10
231,-58.52523768,47.68092992,0.44660672,0.011995127,2019-10-10
232,-58.39204187,47.68262348,0.446624238,0.011996112,2019-10-10
232,-58.39444115,47.77257302,0.446624238,0.011996112,2019-10-10
232,-58.26100426,47.77411683,0.446624238,0.011996112,2019-10-10
232,-58.25883442,47.68416246,0.446624238,0.011996112,2019-10-10
232,-58.39204187,47.68262348,0.446624238,0.011996112,2019-10-10
233,-58.25883442,47.68416246,0.44664008,0.011997002,2019-10-10
233,-58.26100426,47.77411683,0.44664008,0.011997002,2019-10-10
233,-58.12755676,47.77550553,0.44664008,0.011997002,2019-10-10
233,-58.12561642,47.68554681,0.44664008,0.011997002,2019-10-10
233,-58.25883442,47.68416246,0.44664008,0.011997002,2019-10-10
234,-58.12561642,47.68554681,0.446654243,0.011997798,2019-10-10
234,-58.12755676,47.77550553,0.446654243,0.011997798,2019-10-10
234,-57.99409979,47.7767391,0.446654243,0.011997798,2019-10-10
234,-57.99238901,47.68677652,0.446654243,0.011997798,2019-10-10
234,-58.12561642,47.68554681,0.446654243,0.011997798,2019-10-10
235,-57.99238901,47.68677652,0.446666731,0.0119985,2019-10-10
235,-57.99409979,47.7767391,0.446666731,0.0119985,2019-10-10
235,-57.86063446,47.77781751,0.446666731,0.0119985,2019-10-10
235,-57.85915328,47.68785156,0.446666731,0.0119985,2019-10-10
235,-57.99238901,47.68677652,0.446666731,0.0119985,2019-10-10
236,-57.3261496,47.69060456,0.446704021,0.012000597,2019-10-10
236,-57.32671196,47.78057915,0.446704021,0.012000597,2019-10-10
236,-57.19322166,47.78088149,0.446704021,0.012000597,2019-10-10
236,-57.19288906,47.69090595,0.446704021,0.012000597,2019-10-10
236,-57.3261496,47.69060456,0.446704021,0.012000597,2019-10-10
237,-57.19288906,47.69090595,0.44670645,0.012000733,2019-10-10
237,-57.19322166,47.78088149,0.44670645,0.012000733,2019-10-10
237,-57.05972973,47.78102859,0.44670645,0.012000733,2019-10-10
237,-57.05962691,47.69105259,0.44670645,0.012000733,2019-10-10
237,-57.19288906,47.69090595,0.44670645,0.012000733,2019-10-10
238,-56.65984191,47.69056392,0.446699389,0.012000336,2020-09-06
238,-56.65925542,47.78053838,0.446699389,0.012000336,2020-09-06
238,-56.52576822,47.78006449,0.446699389,0.012000336,2020-09-06
238,-56.52658446,47.69009151,0.446699389,0.012000336,2020-09-06
238,-56.65984191,47.69056392,0.446699389,0.012000336,2020-09-06
239,-56.52658446,47.69009151,0.446693431,0.012000001,2020-09-06
239,-56.52576822,47.78006449,0.446693431,0.012000001,2020-09-06
239,-56.39228501,47.77943537,0.446693431,0.012000001,2020-09-06
239,-56.39333097,47.68946436,0.446693431,0.012000001,2020-09-06
239,-56.52658446,47.69009151,0.446693431,0.012000001,2020-09-06
240,-56.39333097,47.68946436,0.446685797,0.011999572,2020-09-06
240,-56.39228501,47.77943537,0.446685797,0.011999572,2020-09-06
240,-56.25880691,47.77865104,0.446685797,0.011999572,2020-09-06
240,-56.26008256,47.68868249,0.446685797,0.011999572,2020-09-06
240,-56.39333097,47.68946436,0.446685797,0.011999572,2020-09-06
241,-56.26008256,47.68868249,0.446676486,0.011999049,2020-09-06
241,-56.25880691,47.77865104,0.446676486,0.011999049,2020-09-06
241,-56.12533505,47.77771151,0.446676486,0.011999049,2020-09-06
241,-56.12684034,47.68774589,0.446676486,0.011999049,2020-09-06
241,-56.26008256,47.68868249,0.446676486,0.011999049,2020-09-06
242,-56.12684034,47.68774589,0.446665499,0.011998431,2020-09-06
242,-56.12533505,47.77771151,0.446665499,0.011998431,2020-09-06
242,-55.99187054,47.7766168,0.446665499,0.011998431,2020-09-06
242,-55.99360544,47.68665461,0.446665499,0.011998431,2020-09-06
242,-56.12684034,47.68774589,0.446665499,0.011998431,2020-09-06
243,-55.99360544,47.68665461,0.446652834,0.011997719,2020-09-06
243,-55.99187054,47.7766168,0.446652834,0.011997719,2020-09-06
243,-55.85841451,47.77536694,0.446652834,0.011997719,2020-09-06
243,-55.86037896,47.68540865,0.446652834,0.011997719,2020-09-06
243,-55.99360544,47.68665461,0.446652834,0.011997719,2020-09-06
244,-55.86037896,47.68540865,0.446638494,0.011996913,2020-09-06
244,-55.85841451,47.77536694,0.446638494,0.011996913,2020-09-06
244,-55.72496808,47.77396194,0.446638494,0.011996913,2020-09-06
244,-55.72716202,47.68400805,0.446638494,0.011996913,2020-09-06
244,-55.86037896,47.68540865,0.446638494,0.011996913,2020-09-06
245,-55.72716202,47.68400805,0.446622475,0.011996013,2020-09-06
245,-55.72496808,47.77396194,0.446622475,0.011996013,2020-09-06
245,-55.59153236,47.77240184,0.446622475,0.011996013,2020-09-06
245,-55.59395574,47.68245284,0.446622475,0.011996013,2020-09-06
245,-55.72716202,47.68400805,0.446622475,0.011996013,2020-09-06
246,-55.46076122,47.68074304,0.446585413,0.01199393,2020-09-16
246,-55.45810849,47.77068668,0.446585413,0.01199393,2020-09-16
246,-55.32469758,47.76881649,0.446585413,0.01199393,2020-09-16
246,-55.32757958,47.6788787,0.446585413,0.01199393,2020-09-16
246,-55.46076122,47.68074304,0.446585413,0.01199393,2020-09-16
247,-55.32757958,47.6788787,0.446564368,0.011992747,2020-09-16
247,-55.32469758,47.76881649,0.446564368,0.011992747,2020-09-16
247,-55.19130074,47.7667913,0.446564368,0.011992747,2020-09-16
247,-55.19441194,47.67685985,0.446564368,0.011992747,2020-09-16
247,-55.32757958,47.6788787,0.446564368,0.011992747,2020-09-16
248,-55.19441194,47.67685985,0.446541647,0.011991471,2020-09-16
248,-55.19130074,47.7667913,0.446541647,0.011991471,2020-09-16
248,-55.0579191,47.76461117,0.446541647,0.011991471,2020-09-16
248,-55.06125939,47.67468653,0.446541647,0.011991471,2020-09-16
248,-55.19441194,47.67685985,0.446541647,0.011991471,2020-09-16
249,-55.06125939,47.67468653,0.446517252,0.011990101,2020-09-16
249,-55.0579191,47.76461117,0.446517252,0.011990101,2020-09-16
249,-54.92455378,47.76227613,0.446517252,0.011990101,2020-09-16
249,-54.92812306,47.67235879,0.446517252,0.011990101,2020-09-16
249,-55.06125939,47.67468653,0.446517252,0.011990101,2020-09-16
250,-54.79500405,47.66987669,0.446463433,0.011987078,2020-09-16
250,-54.79120588,47.75978624,0.446463433,0.011987078,2020-09-16
250,-54.65787653,47.75714155,0.446463433,0.011987078,2020-09-16
250,-54.66190347,47.66724027,0.446463433,0.011987078,2020-09-16
250,-54.79500405,47.66987669,0.446463433,0.011987078,2020-09-16
251,-54.39576204,47.66150469,0.44637015,0.011981842,2020-09-16
251,-54.39127791,47.75138799,0.44637015,0.011981842,2020-09-16
251,-54.25801087,47.74827924,0.44637015,0.011981842,2020-09-16
251,-54.26272339,47.65840566,0.44637015,0.011981842,2020-09-16
251,-54.39576204,47.66150469,0.44637015,0.011981842,2020-09-16
252,-54.26272339,47.65840566,0.446335706,0.011979909,2020-09-16
252,-54.25801087,47.74827924,0.446335706,0.011979909,2020-09-16
252,-54.12476684,47.74501593,0.446335706,0.011979909,2020-09-16
252,-54.1297076,47.65515255,0.446335706,0.011979909,2020-09-16
252,-54.26272339,47.65840566,0.446335706,0.011979909,2020-09-16
253,-54.1297076,47.65515255,0.446299592,0.011977883,2019-09-19
253,-54.12476684,47.74501593,0.446299592,0.011977883,2019-09-19
253,-53.9915469,47.74159814,0.446299592,0.011977883,2019-09-19
253,-53.99671577,47.65174544,0.446299592,0.011977883,2019-09-19
253,-54.1297076,47.65515255,0.446299592,0.011977883,2019-09-19
254,-53.99671577,47.65174544,0.446261806,0.011975764,2019-09-19
254,-53.9915469,47.74159814,0.446261806,0.011975764,2019-09-19
254,-53.85835218,47.73802592,0.446261806,0.011975764,2019-09-19
254,-53.863749,47.64818438,0.446261806,0.011975764,2019-09-19
254,-53.99671577,47.65174544,0.446261806,0.011975764,2019-09-19
255,-53.863749,47.64818438,0.446222343,0.011973551,2019-09-19
255,-53.85835218,47.73802592,0.446222343,0.011973551,2019-09-19
255,-53.72518378,47.73429937,0.446222343,0.011973551,2019-09-19
255,-53.73080839,47.64446947,0.446222343,0.011973551,2019-09-19
255,-53.863749,47.64818438,0.446222343,0.011973551,2019-09-19
256,-53.73080839,47.64446947,0.446181212,0.011971245,2019-09-19
256,-53.72518378,47.73429937,0.446181212,0.011971245,2019-09-19
256,-53.59204281,47.73041854,0.446181212,0.011971245,2019-09-19
256,-53.59789503,47.64060077,0.446181212,0.011971245,2019-09-19
256,-53.73080839,47.64446947,0.446181212,0.011971245,2019-09-19
257,-53.59789503,47.64060077,0.446138409,0.011968846,2019-09-19
257,-53.59204281,47.73041854,0.446138409,0.011968846,2019-09-19
257,-53.45893037,47.72638354,0.446138409,0.011968846,2019-09-19
257,-53.46501004,47.63657836,0.446138409,0.011968846,2019-09-19
257,-53.59789503,47.64060077,0.446138409,0.011968846,2019-09-19
258,-53.33215449,47.63240234,0.446047785,0.011963769,2019-09-19
258,-53.32584757,47.72219443,0.446047785,0.011963769,2019-09-19
258,-53.1927955,47.71785132,0.446047785,0.011963769,2019-09-19
258,-53.1993295,47.62807278,0.446047785,0.011963769,2019-09-19
258,-53.33215449,47.63240234,0.446047785,0.011963769,2019-09-19
259,-53.1993295,47.62807278,0.44599997,0.011961092,2019-09-19
259,-53.1927955,47.71785132,0.44599997,0.011961092,2019-09-19
259,-53.05977527,47.71335428,0.44599997,0.011961092,2019-09-19
259,-53.06653615,47.62358978,0.44599997,0.011961092,2019-09-19
259,-53.1993295,47.62807278,0.44599997,0.011961092,2019-09-19
260,-53.06653615,47.62358978,0.445950484,0.011958321,2019-09-19
260,-53.05977527,47.71335428,0.445950484,0.011958321,2019-09-19
260,-52.92678797,47.70870342,0.445950484,0.011958321,2019-09-19
260,-52.93377553,47.61895344,0.445950484,0.011958321,2019-09-19
260,-53.06653615,47.62358978,0.445950484,0.011958321,2019-09-19
261,-52.93377553,47.61895344,0.445899328,0.011955458,2019-09-19
261,-52.92678797,47.70870342,0.445899328,0.011955458,2019-09-19
261,-52.7938347,47.70389884,0.445899328,0.011955458,2019-09-19
261,-52.80104873,47.61416384,0.445899328,0.011955458,2019-09-19
261,-52.93377553,47.61895344,0.445899328,0.011955458,2019-09-19
262,-52.80104873,47.61416384,0.445846504,0.011952503,2019-09-19
262,-52.7938347,47.70389884,0.445846504,0.011952503,2019-09-19
262,-52.66091656,47.69894062,0.445846504,0.011952503,2019-09-19
262,-52.66835685,47.6092211,0.445846504,0.011952503,2019-09-19
262,-52.80104873,47.61416384,0.445846504,0.011952503,2019-09-19
263,-52.66835685,47.6092211,0.445792013,0.011949455,2019-09-19
